Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Covered_Recipient_NPI,Total_Opioid_Payments
Purdue Pharma L.P.,1245224302.0,19.58
Purdue Pharma L.P.,1245225473.0,197.71
Purdue Pharma L.P.,1245262062.0,15.09
Purdue Pharma L.P.,1245285741.0,168.65
Purdue Pharma L.P.,1245292556.0,19.58
Purdue Pharma L.P.,1245394295.0,48.41
Purdue Pharma L.P.,1245545813.0,14.56
Purdue Pharma L.P.,1245586940.0,14.19
Purdue Pharma L.P.,1255302246.0,15.05
Purdue Pharma L.P.,1255302600.0,16.79
Purdue Pharma L.P.,1255309324.0,13.89
Purdue Pharma L.P.,1255316386.0,43.93
Purdue Pharma L.P.,1255323424.0,42.35
Purdue Pharma L.P.,1255331088.0,28.759999999999998
Purdue Pharma L.P.,1255374633.0,18.91
Purdue Pharma L.P.,1255394714.0,29.45
Purdue Pharma L.P.,1255449476.0,90.07000000000001
Purdue Pharma L.P.,1255562567.0,16.06
Purdue Pharma L.P.,1255691820.0,47.620000000000005
Purdue Pharma L.P.,1265425706.0,16.6
Purdue Pharma L.P.,1265431811.0,40.87
Purdue Pharma L.P.,1265483341.0,22.38
Purdue Pharma L.P.,1265548648.0,123.06
Purdue Pharma L.P.,1265630610.0,12.99
Purdue Pharma L.P.,1275501819.0,25.66
Purdue Pharma L.P.,1275517930.0,12.9
Purdue Pharma L.P.,1275519530.0,12.53
Purdue Pharma L.P.,1275522914.0,33.25
Purdue Pharma L.P.,1275543571.0,77.4
Purdue Pharma L.P.,1275567026.0,20.35
Purdue Pharma L.P.,1275584807.0,12.33
Purdue Pharma L.P.,1275585481.0,68.56
Purdue Pharma L.P.,1275586679.0,53.43
Purdue Pharma L.P.,1275597619.0,12.72
Purdue Pharma L.P.,1275623506.0,31.21
Purdue Pharma L.P.,1275691982.0,42.31
Purdue Pharma L.P.,1275828931.0,12.1
Purdue Pharma L.P.,1285607002.0,71.21000000000001
Purdue Pharma L.P.,1285624437.0,14.24
Purdue Pharma L.P.,1285630681.0,15.14
Purdue Pharma L.P.,1285639724.0,15.14
Purdue Pharma L.P.,1285650994.0,68.38
Purdue Pharma L.P.,1285676171.0,85.29
Purdue Pharma L.P.,1285692863.0,15.24
Purdue Pharma L.P.,1285799379.0,47.55
Purdue Pharma L.P.,1285847699.0,50.37
Purdue Pharma L.P.,1285958579.0,13.36
Purdue Pharma L.P.,1285963801.0,26.4
Purdue Pharma L.P.,1295000586.0,19.69
Purdue Pharma L.P.,1295723047.0,69.19
Purdue Pharma L.P.,1295728285.0,64.95
Purdue Pharma L.P.,1295733301.0,58.589999999999996
Purdue Pharma L.P.,1295736742.0,28.4
Purdue Pharma L.P.,1295765030.0,13.78
Purdue Pharma L.P.,1295774024.0,24.509999999999998
Purdue Pharma L.P.,1295814598.0,32.56
Purdue Pharma L.P.,1306004510.0,24.770000000000003
Purdue Pharma L.P.,1306073051.0,14.71
Purdue Pharma L.P.,1306125190.0,19.94
Purdue Pharma L.P.,1306133350.0,86.11
Purdue Pharma L.P.,1306805817.0,18.24
Purdue Pharma L.P.,1306823992.0,24.06
Purdue Pharma L.P.,1306837091.0,11.93
Purdue Pharma L.P.,1306874136.0,32.51
Purdue Pharma L.P.,1306879838.0,62.77
Purdue Pharma L.P.,1306882725.0,15.17
Purdue Pharma L.P.,1306885025.0,20.0
Purdue Pharma L.P.,1306889605.0,47.879999999999995
Purdue Pharma L.P.,1306935036.0,11.18
Purdue Pharma L.P.,1306954722.0,34.18
Purdue Pharma L.P.,1316042591.0,35.629999999999995
Purdue Pharma L.P.,1316108269.0,60.09
Purdue Pharma L.P.,1316945132.0,28.480000000000004
Purdue Pharma L.P.,1316974579.0,11.32
Purdue Pharma L.P.,1326005786.0,143.27
Purdue Pharma L.P.,1326093352.0,117.04
Purdue Pharma L.P.,1326167883.0,12.43
Purdue Pharma L.P.,1326234170.0,15.99
Purdue Pharma L.P.,1326289836.0,123.66
Purdue Pharma L.P.,1326450669.0,22.61
Purdue Pharma L.P.,1336107887.0,18.36
Purdue Pharma L.P.,1336124916.0,75.03999999999999
Purdue Pharma L.P.,1336136373.0,23.57
Purdue Pharma L.P.,1336149186.0,13.23
Purdue Pharma L.P.,1336155043.0,18.77
Purdue Pharma L.P.,1336159508.0,274.89
Purdue Pharma L.P.,1336477058.0,29.84
Purdue Pharma L.P.,1346204328.0,38.46
Purdue Pharma L.P.,1346227238.0,70.55
Purdue Pharma L.P.,1346230844.0,53.14
Purdue Pharma L.P.,1346266889.0,46.13
Purdue Pharma L.P.,1346283637.0,41.77
Purdue Pharma L.P.,1346320017.0,39.78
Purdue Pharma L.P.,1346546090.0,41.949999999999996
Purdue Pharma L.P.,1346772274.0,14.34
Purdue Pharma L.P.,1356317267.0,13.65
Purdue Pharma L.P.,1356338792.0,436.36
Purdue Pharma L.P.,1356340269.0,13.02
Purdue Pharma L.P.,1356360085.0,50.28
Purdue Pharma L.P.,1356364434.0,30.89
Purdue Pharma L.P.,1356374193.0,66.17
Purdue Pharma L.P.,1356375711.0,39.8
Purdue Pharma L.P.,1356383368.0,12.17
Purdue Pharma L.P.,1356383442.0,13.75
Purdue Pharma L.P.,1356417166.0,19.8
Purdue Pharma L.P.,1356653208.0,13.98
Purdue Pharma L.P.,1366402208.0,103.0
Purdue Pharma L.P.,1366409062.0,39.620000000000005
Purdue Pharma L.P.,1366418428.0,30.689999999999998
Purdue Pharma L.P.,1366433823.0,46.75
Purdue Pharma L.P.,1366434110.0,44.28
Purdue Pharma L.P.,1366435232.0,16.81
Purdue Pharma L.P.,1366448391.0,58.18000000000001
Purdue Pharma L.P.,1366449431.0,53.61
Purdue Pharma L.P.,1366472979.0,14.8
Purdue Pharma L.P.,1366485583.0,13.26
Purdue Pharma L.P.,1366499758.0,40.46
Purdue Pharma L.P.,1366554552.0,20.8
Purdue Pharma L.P.,1366555104.0,92.78999999999999
Purdue Pharma L.P.,1366563744.0,230.62
Purdue Pharma L.P.,1366705808.0,14.17
Purdue Pharma L.P.,1366732273.0,12.41
Purdue Pharma L.P.,1366736704.0,39.72
Purdue Pharma L.P.,1366795080.0,25.59
Purdue Pharma L.P.,1376507517.0,11.32
Purdue Pharma L.P.,1376508028.0,65.6
Purdue Pharma L.P.,1376515122.0,19.57
Purdue Pharma L.P.,1376524520.0,16.6
Purdue Pharma L.P.,1376530386.0,53.64
Purdue Pharma L.P.,1376567610.0,110.28
Purdue Pharma L.P.,1376569418.0,40.46
Purdue Pharma L.P.,1376580456.0,16.16
Purdue Pharma L.P.,1376582841.0,26.740000000000002
Purdue Pharma L.P.,1376586313.0,114.9
Purdue Pharma L.P.,1376590661.0,18.23
Purdue Pharma L.P.,1376630061.0,28.08
Purdue Pharma L.P.,1376648238.0,23.98
Purdue Pharma L.P.,1376703132.0,81.69
Purdue Pharma L.P.,1376738633.0,70.77
Purdue Pharma L.P.,1386662260.0,31.509999999999998
Purdue Pharma L.P.,1386671436.0,15676.85
Purdue Pharma L.P.,1386679934.0,13.21
Purdue Pharma L.P.,1386689305.0,18.91
Purdue Pharma L.P.,1386930519.0,21.82
Purdue Pharma L.P.,1386932598.0,13.15
Purdue Pharma L.P.,1386955326.0,11.41
Purdue Pharma L.P.,1396064424.0,45.809999999999995
Purdue Pharma L.P.,1396700845.0,22.73
Purdue Pharma L.P.,1396707188.0,10.64
Purdue Pharma L.P.,1396709929.0,37.010000000000005
Purdue Pharma L.P.,1396709945.0,11.53
Purdue Pharma L.P.,1396737805.0,14.95
Purdue Pharma L.P.,1396743324.0,14.14
Purdue Pharma L.P.,1396780409.0,219.55
Purdue Pharma L.P.,1407002629.0,14.56
Purdue Pharma L.P.,1407016736.0,20.14
Purdue Pharma L.P.,1407016918.0,43.36
Purdue Pharma L.P.,1407064207.0,32.59
Purdue Pharma L.P.,1407111404.0,37.34
Purdue Pharma L.P.,1407140825.0,12.08
Purdue Pharma L.P.,1407267099.0,54.31999999999999
Purdue Pharma L.P.,1407819162.0,16.79
Purdue Pharma L.P.,1407877855.0,12.49
Purdue Pharma L.P.,1407899727.0,32.04
Purdue Pharma L.P.,1407959000.0,11.89
Purdue Pharma L.P.,1417118506.0,150.54
Purdue Pharma L.P.,1417140468.0,11.87
Purdue Pharma L.P.,1417224684.0,136.73
Purdue Pharma L.P.,1417225277.0,121.45
Purdue Pharma L.P.,1417272014.0,34.2
Purdue Pharma L.P.,1417910704.0,10.46
Purdue Pharma L.P.,1417911587.0,49.53
Purdue Pharma L.P.,1417915810.0,36.760000000000005
Purdue Pharma L.P.,1417917493.0,26.02
Purdue Pharma L.P.,1417937715.0,58.879999999999995
Purdue Pharma L.P.,1417949173.0,31.650000000000002
Purdue Pharma L.P.,1417967191.0,17.55
Purdue Pharma L.P.,1417975384.0,16.27
Purdue Pharma L.P.,1417994682.0,13.64
Purdue Pharma L.P.,1427005735.0,28.17
Purdue Pharma L.P.,1427011006.0,112.85
Purdue Pharma L.P.,1427021351.0,227.42000000000002
Purdue Pharma L.P.,1427024728.0,68.8
Purdue Pharma L.P.,1427040088.0,27.08
Purdue Pharma L.P.,1427056555.0,323.45
Purdue Pharma L.P.,1427088525.0,95.41
Purdue Pharma L.P.,1427101807.0,75.29
Purdue Pharma L.P.,1427113349.0,130.05
Purdue Pharma L.P.,1427117209.0,73.42999999999999
Purdue Pharma L.P.,1437109543.0,38.6
Purdue Pharma L.P.,1437124468.0,110.78
Purdue Pharma L.P.,1437124724.0,53.44
Purdue Pharma L.P.,1437140837.0,17.43
Purdue Pharma L.P.,1437156098.0,14.17
Purdue Pharma L.P.,1437175544.0,44.16
Purdue Pharma L.P.,1437266137.0,38.01
Purdue Pharma L.P.,1437288776.0,167.92000000000002
Purdue Pharma L.P.,1437353943.0,38.21
Purdue Pharma L.P.,1437363009.0,19.58
Purdue Pharma L.P.,1447200258.0,62.62
Purdue Pharma L.P.,1447220272.0,56.629999999999995
Purdue Pharma L.P.,1447224118.0,52.44
Purdue Pharma L.P.,1447256342.0,11.12
Purdue Pharma L.P.,1447278395.0,13.2
Purdue Pharma L.P.,1447410964.0,13.2
Purdue Pharma L.P.,1447419981.0,118.79
Purdue Pharma L.P.,1457340317.0,51.67
Purdue Pharma L.P.,1457350522.0,14.15
Purdue Pharma L.P.,1457356503.0,56.08
Purdue Pharma L.P.,1457362386.0,20.93
Purdue Pharma L.P.,1457369233.0,155.05
Purdue Pharma L.P.,1457377715.0,17.86
Purdue Pharma L.P.,1457463648.0,20.8
Purdue Pharma L.P.,1457470429.0,50.379999999999995
Purdue Pharma L.P.,1457607087.0,18.23
Purdue Pharma L.P.,1457631467.0,14.88
Purdue Pharma L.P.,1457883332.0,34.28
Purdue Pharma L.P.,1467426916.0,47.95
Purdue Pharma L.P.,1467451476.0,76.11
Purdue Pharma L.P.,1467454116.0,11.14
Purdue Pharma L.P.,1467482760.0,67.24000000000001
Purdue Pharma L.P.,1467489344.0,15.53
Purdue Pharma L.P.,1467614016.0,50.07
Purdue Pharma L.P.,1467907253.0,18.97
Purdue Pharma L.P.,1477511640.0,12.62
Purdue Pharma L.P.,1477513711.0,56.65
Purdue Pharma L.P.,1477523140.0,64.23
Purdue Pharma L.P.,1477559920.0,13.84
Purdue Pharma L.P.,1477582682.0,10.81
Purdue Pharma L.P.,1477583920.0,60.03
Purdue Pharma L.P.,1477623494.0,13.73
Purdue Pharma L.P.,1477781243.0,13.35
Purdue Pharma L.P.,1477813400.0,24.15
Purdue Pharma L.P.,1487017281.0,13.57
Purdue Pharma L.P.,1487636403.0,11.93
Purdue Pharma L.P.,1487639910.0,47.0
Purdue Pharma L.P.,1487646410.0,12.76
Purdue Pharma L.P.,1487668174.0,136.66
Purdue Pharma L.P.,1487670246.0,38.06
Purdue Pharma L.P.,1487966073.0,80.27
Purdue Pharma L.P.,1497713630.0,15.42
Purdue Pharma L.P.,1497716849.0,22.18
Purdue Pharma L.P.,1497725709.0,17.19
Purdue Pharma L.P.,1497738934.0,173.94
Purdue Pharma L.P.,1497739957.0,14.69
Purdue Pharma L.P.,1497747588.0,11.37
Purdue Pharma L.P.,1497750905.0,39.8
Purdue Pharma L.P.,1497753289.0,11.14
Purdue Pharma L.P.,1497755631.0,70.29
Purdue Pharma L.P.,1497782536.0,12.82
Purdue Pharma L.P.,1497789051.0,35.8
Purdue Pharma L.P.,1497789135.0,37.8
Purdue Pharma L.P.,1497795058.0,21.82
Purdue Pharma L.P.,1497803514.0,149.53
Purdue Pharma L.P.,1508807330.0,36.980000000000004
Purdue Pharma L.P.,1508825548.0,22.38
Purdue Pharma L.P.,1508829896.0,90.77
Purdue Pharma L.P.,1508840281.0,12.99
Purdue Pharma L.P.,1508854274.0,46.559999999999995
Purdue Pharma L.P.,1508868233.0,88.57000000000001
Purdue Pharma L.P.,1508875774.0,74.08
Purdue Pharma L.P.,1518007020.0,55.260000000000005
Purdue Pharma L.P.,1518054204.0,28.08
Purdue Pharma L.P.,1518056472.0,106.78999999999999
Purdue Pharma L.P.,1518057702.0,18.17
Purdue Pharma L.P.,1518279066.0,32.55
Purdue Pharma L.P.,1518304377.0,36.53
Purdue Pharma L.P.,1518929801.0,39.99
Purdue Pharma L.P.,1518935501.0,15.15
Purdue Pharma L.P.,1518967884.0,18.69
Purdue Pharma L.P.,1518970516.0,33.489999999999995
Purdue Pharma L.P.,1528007176.0,28.09
Purdue Pharma L.P.,1528022902.0,17.78
Purdue Pharma L.P.,1528050168.0,25.270000000000003
Purdue Pharma L.P.,1528051745.0,13.73
Purdue Pharma L.P.,1528064318.0,79.52000000000001
Purdue Pharma L.P.,1528066180.0,99.9
Purdue Pharma L.P.,1528075694.0,32.739999999999995
Purdue Pharma L.P.,1528082930.0,69.38
Purdue Pharma L.P.,1528087764.0,86.45
Purdue Pharma L.P.,1528407392.0,79.6
Purdue Pharma L.P.,1538104880.0,13.79
Purdue Pharma L.P.,1538113360.0,207.09
Purdue Pharma L.P.,1538124441.0,25.259999999999998
Purdue Pharma L.P.,1538151899.0,11.36
Purdue Pharma L.P.,1538198353.0,16.16
Purdue Pharma L.P.,1538268354.0,25.810000000000002
Purdue Pharma L.P.,1538318233.0,24.770000000000003
Purdue Pharma L.P.,1538328869.0,17.35
Purdue Pharma L.P.,1538377668.0,17.9
Purdue Pharma L.P.,1548201700.0,37.69
Purdue Pharma L.P.,1548203839.0,215.6
Purdue Pharma L.P.,1548209752.0,48.599999999999994
Purdue Pharma L.P.,1548224892.0,18.91
Purdue Pharma L.P.,1548239429.0,63.13
Purdue Pharma L.P.,1548240773.0,14.71
Purdue Pharma L.P.,1548242886.0,12.55
Purdue Pharma L.P.,1548243660.0,12.15
Purdue Pharma L.P.,1548247679.0,12.08
Purdue Pharma L.P.,1548253669.0,11.09
Purdue Pharma L.P.,1548258098.0,11.36
Purdue Pharma L.P.,1548280720.0,10.52
Purdue Pharma L.P.,1548365836.0,66.03
Purdue Pharma L.P.,1548380124.0,85.61
Purdue Pharma L.P.,1548425093.0,36.28
Purdue Pharma L.P.,1548464068.0,13.84
Purdue Pharma L.P.,1548471402.0,23.75
Purdue Pharma L.P.,1558306670.0,111.71
Purdue Pharma L.P.,1558324343.0,10.71
Purdue Pharma L.P.,1558324814.0,12.78
Purdue Pharma L.P.,1558342691.0,34.730000000000004
Purdue Pharma L.P.,1558353722.0,157.64000000000001
Purdue Pharma L.P.,1558361790.0,217.21
Purdue Pharma L.P.,1558387308.0,70.67
Purdue Pharma L.P.,1558399717.0,17.78
Purdue Pharma L.P.,1558464404.0,10.46
Purdue Pharma L.P.,1558469080.0,12.17
Purdue Pharma L.P.,1558687996.0,78.33
Purdue Pharma L.P.,1568424018.0,46.55
Purdue Pharma L.P.,1568436152.0,15.79
Purdue Pharma L.P.,1568441673.0,25.91
Purdue Pharma L.P.,1568460467.0,64.44
Purdue Pharma L.P.,1568482230.0,15.9
Purdue Pharma L.P.,1568490514.0,63.11
Purdue Pharma L.P.,1568559045.0,146.13
Purdue Pharma L.P.,1568675270.0,18.65
Purdue Pharma L.P.,1578500799.0,49.69
Purdue Pharma L.P.,1578513560.0,49.44
Purdue Pharma L.P.,1578526380.0,69.13
Purdue Pharma L.P.,1578528410.0,24.15
Purdue Pharma L.P.,1578546024.0,36.51
Purdue Pharma L.P.,1578556536.0,147.38
Purdue Pharma L.P.,1578556551.0,53.96
Purdue Pharma L.P.,1578569455.0,14.99
Purdue Pharma L.P.,1578823605.0,15.37
Purdue Pharma L.P.,1588618730.0,68.02
Purdue Pharma L.P.,1588629042.0,16.49
Purdue Pharma L.P.,1588638894.0,135.42
Purdue Pharma L.P.,1588642292.0,66.5
Purdue Pharma L.P.,1588649701.0,220.03
Purdue Pharma L.P.,1588677355.0,13.6
Purdue Pharma L.P.,1588722896.0,32.870000000000005
Purdue Pharma L.P.,1588761639.0,38.2
Purdue Pharma L.P.,1588762272.0,18.97
Purdue Pharma L.P.,1588767180.0,32.67
Purdue Pharma L.P.,1588827828.0,142.01
Purdue Pharma L.P.,1588861710.0,235.68
Purdue Pharma L.P.,1598056293.0,95.8
Purdue Pharma L.P.,1598729055.0,15.96
Purdue Pharma L.P.,1598739922.0,10.84
Purdue Pharma L.P.,1598742512.0,12.98
Purdue Pharma L.P.,1598749012.0,16.73
Purdue Pharma L.P.,1598756371.0,24.48
Purdue Pharma L.P.,1598766115.0,19.12
Purdue Pharma L.P.,1598767816.0,76.53999999999999
Purdue Pharma L.P.,1598788689.0,75.14
Purdue Pharma L.P.,1598827792.0,11.83
Purdue Pharma L.P.,1598853301.0,127.41
Purdue Pharma L.P.,1598980724.0,30.26
Purdue Pharma L.P.,1609002195.0,49.68
Purdue Pharma L.P.,1609037027.0,27.82
Purdue Pharma L.P.,1609849157.0,26.13
Purdue Pharma L.P.,1609856723.0,32.94
Purdue Pharma L.P.,1609869072.0,12.83
Purdue Pharma L.P.,1609873991.0,57.68
Purdue Pharma L.P.,1609927441.0,62.06999999999999
Purdue Pharma L.P.,1619102233.0,10.74
Purdue Pharma L.P.,1619165867.0,175.89
Purdue Pharma L.P.,1619902178.0,10.57
Purdue Pharma L.P.,1619911765.0,21.83
Purdue Pharma L.P.,1619939337.0,14.39
Purdue Pharma L.P.,1619975984.0,109.42
Purdue Pharma L.P.,1629008172.0,39.0
Purdue Pharma L.P.,1629015680.0,17.98
Purdue Pharma L.P.,1629017322.0,12.75
Purdue Pharma L.P.,1629019211.0,57.54
Purdue Pharma L.P.,1629025093.0,13.14
Purdue Pharma L.P.,1629032776.0,16.45
Purdue Pharma L.P.,1629037775.0,17.33
Purdue Pharma L.P.,1629038393.0,10.5
Purdue Pharma L.P.,1629049606.0,38.0
Purdue Pharma L.P.,1629049804.0,10.53
Purdue Pharma L.P.,1629052188.0,70.3
Purdue Pharma L.P.,1629064530.0,11.63
Purdue Pharma L.P.,1629066329.0,267.10999999999996
Purdue Pharma L.P.,1629068911.0,17.42
Purdue Pharma L.P.,1629082763.0,59.17
Purdue Pharma L.P.,1629097571.0,33.03
Purdue Pharma L.P.,1629169974.0,98.49000000000001
Purdue Pharma L.P.,1629229141.0,13.34
Purdue Pharma L.P.,1629366828.0,29.36
Purdue Pharma L.P.,1639116650.0,19.92
Purdue Pharma L.P.,1639118458.0,17.77
Purdue Pharma L.P.,1639118797.0,61.13
Purdue Pharma L.P.,1639141492.0,13.19
Purdue Pharma L.P.,1639159825.0,14.71
Purdue Pharma L.P.,1639161961.0,15.44
Purdue Pharma L.P.,1639195423.0,70.77
Purdue Pharma L.P.,1639361975.0,12.05
Purdue Pharma L.P.,1639366727.0,114.5
Purdue Pharma L.P.,1639394034.0,27.9
Purdue Pharma L.P.,1649210683.0,17.11
Purdue Pharma L.P.,1649256843.0,74.24
Purdue Pharma L.P.,1649316803.0,27.240000000000002
Purdue Pharma L.P.,1649341983.0,120.96000000000001
Purdue Pharma L.P.,1649429986.0,80.13
Purdue Pharma L.P.,1649457797.0,19.69
Purdue Pharma L.P.,1649478983.0,110.1
Purdue Pharma L.P.,1649618349.0,18.97
Purdue Pharma L.P.,1659309953.0,47.769999999999996
Purdue Pharma L.P.,1659384014.0,31.23
Purdue Pharma L.P.,1659722783.0,11.05
Purdue Pharma L.P.,1669402111.0,75.08
Purdue Pharma L.P.,1669411401.0,37.34
Purdue Pharma L.P.,1669419297.0,49.39
Purdue Pharma L.P.,1669457982.0,106.93
Purdue Pharma L.P.,1669460481.0,122.05
Purdue Pharma L.P.,1669468583.0,11.63
Purdue Pharma L.P.,1669479283.0,28.6
Purdue Pharma L.P.,1669481578.0,114.52000000000001
Purdue Pharma L.P.,1669494985.0,30.37
Purdue Pharma L.P.,1669552824.0,23.53
Purdue Pharma L.P.,1669704607.0,14.98
Purdue Pharma L.P.,1669762910.0,11.84
Purdue Pharma L.P.,1679500813.0,13.01
Purdue Pharma L.P.,1679534226.0,27.0
Purdue Pharma L.P.,1679537567.0,62.08
Purdue Pharma L.P.,1679540140.0,154.76
Purdue Pharma L.P.,1679558746.0,48.12
Purdue Pharma L.P.,1679573398.0,35.120000000000005
Purdue Pharma L.P.,1679789010.0,179.02
Purdue Pharma L.P.,1679797567.0,25.0
Purdue Pharma L.P.,1679835110.0,13.65
Purdue Pharma L.P.,1689617789.0,10.64
Purdue Pharma L.P.,1689617912.0,32.47
Purdue Pharma L.P.,1689625675.0,17.28
Purdue Pharma L.P.,1689635682.0,45.87
Purdue Pharma L.P.,1689652786.0,23.08
Purdue Pharma L.P.,1689689341.0,63.12
Purdue Pharma L.P.,1689691164.0,46.13
Purdue Pharma L.P.,1689793648.0,55.150000000000006
Purdue Pharma L.P.,1699708099.0,40.46
Purdue Pharma L.P.,1699719591.0,106.1
Purdue Pharma L.P.,1699752162.0,13.75
Purdue Pharma L.P.,1699762971.0,43.769999999999996
Purdue Pharma L.P.,1699770131.0,10.72
Purdue Pharma L.P.,1699773051.0,126.27
Purdue Pharma L.P.,1699773481.0,11.14
Purdue Pharma L.P.,1699774695.0,138.09
Purdue Pharma L.P.,1699776369.0,13.62
Purdue Pharma L.P.,1700820040.0,21.67
Purdue Pharma L.P.,1700851730.0,14.23
Purdue Pharma L.P.,1700854478.0,10.65
Purdue Pharma L.P.,1700854957.0,21.189999999999998
Purdue Pharma L.P.,1700856382.0,26.82
Purdue Pharma L.P.,1700886181.0,52.79
Purdue Pharma L.P.,1700886819.0,26.82
Purdue Pharma L.P.,1700913456.0,100.71
Purdue Pharma L.P.,1710036926.0,51.94
Purdue Pharma L.P.,1710094610.0,12.94
Purdue Pharma L.P.,1710132139.0,156.28
Purdue Pharma L.P.,1710195888.0,127.57
Purdue Pharma L.P.,1710391958.0,11.34
Purdue Pharma L.P.,1710919139.0,146.51
Purdue Pharma L.P.,1710920228.0,15.0
Purdue Pharma L.P.,1710927306.0,45.86
Purdue Pharma L.P.,1710932769.0,28.729999999999997
Purdue Pharma L.P.,1710938246.0,53.489999999999995
Purdue Pharma L.P.,1710947197.0,23.09
Purdue Pharma L.P.,1710955463.0,13.18
Purdue Pharma L.P.,1710955828.0,25.03
Purdue Pharma L.P.,1710979224.0,47.79
Purdue Pharma L.P.,1710986815.0,37.739999999999995
Purdue Pharma L.P.,1710988092.0,14.64
Purdue Pharma L.P.,1720040108.0,13.7
Purdue Pharma L.P.,1720053549.0,34.34
Purdue Pharma L.P.,1720061401.0,14.69
Purdue Pharma L.P.,1720074487.0,40.71
Purdue Pharma L.P.,1720080849.0,27.44
Purdue Pharma L.P.,1720329170.0,74.63
Purdue Pharma L.P.,1720375793.0,265.58
Purdue Pharma L.P.,1730103177.0,278.4
Purdue Pharma L.P.,1730167776.0,252.0
Purdue Pharma L.P.,1730169079.0,174.56
Purdue Pharma L.P.,1730180308.0,61.89
Purdue Pharma L.P.,1730323841.0,42.1
Purdue Pharma L.P.,1730325580.0,42.0
Purdue Pharma L.P.,1730344748.0,24.84
Purdue Pharma L.P.,1730477381.0,94.87
Purdue Pharma L.P.,1730523374.0,170.48
Purdue Pharma L.P.,1740217611.0,56.44
Purdue Pharma L.P.,1740232362.0,51.78
Purdue Pharma L.P.,1740254309.0,11.47
Purdue Pharma L.P.,1740268812.0,25.14
Purdue Pharma L.P.,1740275304.0,64.16
Purdue Pharma L.P.,1740280304.0,15.53
Purdue Pharma L.P.,1740287127.0,156.57
Purdue Pharma L.P.,1740296615.0,62.66
Purdue Pharma L.P.,1740363035.0,11.48
Purdue Pharma L.P.,1740475482.0,129.99
Purdue Pharma L.P.,1750320461.0,146.76
Purdue Pharma L.P.,1750345880.0,50.56
Purdue Pharma L.P.,1750351003.0,107.12
Purdue Pharma L.P.,1750408381.0,12.0
Purdue Pharma L.P.,1750566956.0,66.33
Purdue Pharma L.P.,1750573812.0,13.94
Purdue Pharma L.P.,1750695839.0,72.6
Purdue Pharma L.P.,1760409734.0,26.62
Purdue Pharma L.P.,1760422794.0,17.11
Purdue Pharma L.P.,1760444111.0,13.64
Purdue Pharma L.P.,1760448468.0,13.42
Purdue Pharma L.P.,1760451975.0,13.56
Purdue Pharma L.P.,1760456214.0,38.480000000000004
Purdue Pharma L.P.,1760456826.0,21.37
Purdue Pharma L.P.,1760458244.0,11.94
Purdue Pharma L.P.,1760478424.0,64.47
Purdue Pharma L.P.,1760478697.0,70.22999999999999
Purdue Pharma L.P.,1760484521.0,24.61
Purdue Pharma L.P.,1760531545.0,186.69
Purdue Pharma L.P.,1760577324.0,12849.83
Purdue Pharma L.P.,1760589824.0,48.12
Purdue Pharma L.P.,1760617294.0,38.22
Purdue Pharma L.P.,1760638050.0,11.24
Purdue Pharma L.P.,1770527657.0,27.4
Purdue Pharma L.P.,1770533267.0,34.91
Purdue Pharma L.P.,1770550766.0,17.61
Purdue Pharma L.P.,1770556847.0,37.13
Purdue Pharma L.P.,1770558413.0,128.5
Purdue Pharma L.P.,1770563645.0,25.77
Purdue Pharma L.P.,1770575219.0,29.5
Purdue Pharma L.P.,1770580201.0,77.21000000000001
Purdue Pharma L.P.,1770581100.0,73.07
Purdue Pharma L.P.,1770599516.0,13.13
Purdue Pharma L.P.,1770667388.0,24.740000000000002
Purdue Pharma L.P.,1770844185.0,11.44
Purdue Pharma L.P.,1780609701.0,29.68
Purdue Pharma L.P.,1780681262.0,24.15
Purdue Pharma L.P.,1780682815.0,40.46
Purdue Pharma L.P.,1780738633.0,23.59
Purdue Pharma L.P.,1780743914.0,125.41
Purdue Pharma L.P.,1780767319.0,156.43
Purdue Pharma L.P.,1780784389.0,79.14
Purdue Pharma L.P.,1780818047.0,28.480000000000004
Purdue Pharma L.P.,1790047249.0,15.11
Purdue Pharma L.P.,1790714970.0,17.83
Purdue Pharma L.P.,1790760601.0,11.66
Purdue Pharma L.P.,1790767457.0,46.43
Purdue Pharma L.P.,1790769172.0,16.73
Purdue Pharma L.P.,1790782555.0,36.64
Purdue Pharma L.P.,1790788594.0,20.14
Purdue Pharma L.P.,1790971273.0,40.980000000000004
Purdue Pharma L.P.,1801024955.0,132.67000000000002
Purdue Pharma L.P.,1801090642.0,14.35
Purdue Pharma L.P.,1801810247.0,49.349999999999994
Purdue Pharma L.P.,1801821194.0,55.370000000000005
Purdue Pharma L.P.,1801824354.0,134.97
Purdue Pharma L.P.,1801853379.0,173.32
Purdue Pharma L.P.,1801878145.0,24.48
Purdue Pharma L.P.,1801881586.0,37.41
Purdue Pharma L.P.,1801930896.0,23.3
Purdue Pharma L.P.,1801935903.0,10.42
Purdue Pharma L.P.,1811000631.0,38.31
Purdue Pharma L.P.,1811187099.0,108.43
Purdue Pharma L.P.,1811251887.0,10.88
Purdue Pharma L.P.,1811258122.0,11.66
Purdue Pharma L.P.,1811422884.0,12.46
Purdue Pharma L.P.,1811938673.0,12.08
Purdue Pharma L.P.,1811949381.0,133.57999999999998
Purdue Pharma L.P.,1811950678.0,30.15
